"","dataset_origin","subject","activity","measure","mean"
"1645","TRAIN","15","STANDING","body_gyroscope_mean_time-z",0.0865393639528302
"1646","TRAIN","15","STANDING","body_gyroscope_standard_deviation_frequency-x",0.948275234150943
"1647","TRAIN","15","STANDING","body_gyroscope_standard_deviation_frequency-y",0.969442882075472
"1648","TRAIN","15","STANDING","body_gyroscope_standard_deviation_frequency-z",0.971282183584906
"1649","TRAIN","15","STANDING","body_gyroscope_standard_deviation_time-x",0.947790802075472
"1650","TRAIN","15","STANDING","body_gyroscope_standard_deviation_time-y",0.971332584339623
"1651","TRAIN","15","STANDING","body_gyroscope_standard_deviation_time-z",0.968167046415094
"1652","TRAIN","15","STANDING","gravity_acceleration_magnitude_mean_time",0.961207616226415
"1653","TRAIN","15","STANDING","gravity_acceleration_magnitude_standard_deviation_time",0.948600432641509
"1654","TRAIN","15","STANDING","gravity_acceleration_mean_time-x",0.965528899622642
"1655","TRAIN","15","STANDING","gravity_acceleration_mean_time-y",0.164713175490566
"1656","TRAIN","15","STANDING","gravity_acceleration_mean_time-z",0.0652696283962264
"1657","TRAIN","15","STANDING","gravity_acceleration_standard_deviation_time-x",0.988432084716981
"1658","TRAIN","15","STANDING","gravity_acceleration_standard_deviation_time-y",0.965687978301887
"1659","TRAIN","15","STANDING","gravity_acceleration_standard_deviation_time-z",0.958810153207547
"1660","TRAIN","15","WALKING","body_acceleration_average_frequency-x",0.395518048333333
"1661","TRAIN","15","WALKING","body_acceleration_average_frequency-y",0.0897403130128889
"1662","TRAIN","15","WALKING","body_acceleration_average_frequency-z",0.123152611154259
"1663","TRAIN","15","WALKING","body_acceleration_jerk_average_frequency-x",0.294333694777778
"1664","TRAIN","15","WALKING","body_acceleration_jerk_average_frequency-y",0.330560047666667
"1665","TRAIN","15","WALKING","body_acceleration_jerk_average_frequency-z",0.219817633974074
"1666","TRAIN","15","WALKING","body_acceleration_jerk_magnitude_mean_time",0.320129322962963
"1667","TRAIN","15","WALKING","body_acceleration_jerk_magnitude_standard_deviation_time",0.310071425166667
"1668","TRAIN","15","WALKING","body_acceleration_jerk_mean_frequency-x",0.39082198537037
"1669","TRAIN","15","WALKING","body_acceleration_jerk_mean_frequency-y",0.123859135740741
"1670","TRAIN","15","WALKING","body_acceleration_jerk_mean_frequency-z",0.648905254074074
"1671","TRAIN","15","WALKING","body_acceleration_jerk_mean_time-x",0.211128294833333
"1672","TRAIN","15","WALKING","body_acceleration_jerk_mean_time-y",0.241110796672222
"1673","TRAIN","15","WALKING","body_acceleration_jerk_mean_time-z",0.101987904192981
"1674","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_frequency-x",0.411500068148148
"1675","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_frequency-y",0.119928872482222
"1676","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_frequency-z",0.723051140740741
"1677","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_time-x",0.373217585
"1678","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_time-y",0.114557853113148
"1679","TRAIN","15","WALKING","body_acceleration_jerk_standard_deviation_time-z",0.686268420555556
"1680","TRAIN","15","WALKING","body_acceleration_magnitude_average_frequency",0.0879118271305556
"1681","TRAIN","15","WALKING","body_acceleration_magnitude_mean_frequency",0.275156242062037
"1682","TRAIN","15","WALKING","body_acceleration_magnitude_mean_time",0.186514650759259
"1683","TRAIN","15","WALKING","body_acceleration_magnitude_standard_deviation_frequency",0.458344792407407
"1684","TRAIN","15","WALKING","body_acceleration_magnitude_standard_deviation_time",0.323878324074074
"1685","TRAIN","15","WALKING","body_acceleration_mean_frequency-x",0.31744092037037
"1686","TRAIN","15","WALKING","body_acceleration_mean_frequency-y",0.151063544333519
"1687","TRAIN","15","WALKING","body_acceleration_mean_frequency-z",0.554942138148148
"1688","TRAIN","15","WALKING","body_acceleration_mean_time-x",0.273899207962963
"1689","TRAIN","15","WALKING","body_acceleration_mean_time-y",0.0238780462831481
"1690","TRAIN","15","WALKING","body_acceleration_mean_time-z",0.107621819518519
"1691","TRAIN","15","WALKING","body_acceleration_standard_deviation_frequency-x",0.332520626851852
"1692","TRAIN","15","WALKING","body_acceleration_standard_deviation_frequency-y",0.112623222706481
"1693","TRAIN","15","WALKING","body_acceleration_standard_deviation_frequency-z",0.537026414814815
"1694","TRAIN","15","WALKING","body_acceleration_standard_deviation_time-x",0.327961801111111
"1695","TRAIN","15","WALKING","body_acceleration_standard_deviation_time-y",0.153674719567963
"1696","TRAIN","15","WALKING","body_acceleration_standard_deviation_time-z",0.518932634814815
"1697","TRAIN","15","WALKING","body_body_acceleration_jerk_magnitude_average_frequency",0.0953354607333333
"1698","TRAIN","15","WALKING","body_body_acceleration_jerk_magnitude_mean_frequency",0.289753952407407
"1699","TRAIN","15","WALKING","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.342602143259259
"1700","TRAIN","15","WALKING","body_body_gyroscope_jerk_magnitude_average_frequency",0.0786398978907407
"1701","TRAIN","15","WALKING","body_body_gyroscope_jerk_magnitude_mean_frequency",0.645075178148148
"1702","TRAIN","15","WALKING","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.654010147222222
"1703","TRAIN","15","WALKING","body_body_gyroscope_magnitude_average_frequency",0.0907897958183204
"1704","TRAIN","15","WALKING","body_body_gyroscope_magnitude_mean_frequency",0.489166383703704
"1705","TRAIN","15","WALKING","body_body_gyroscope_magnitude_standard_deviation_frequency",0.481750218518519
"1706","TRAIN","15","WALKING","body_gyroscope_average_frequency-x",0.183435813181481
"1707","TRAIN","15","WALKING","body_gyroscope_average_frequency-y",0.339593023611111
"1708","TRAIN","15","WALKING","body_gyroscope_average_frequency-z",0.161357264345556
"1709","TRAIN","15","WALKING","body_gyroscope_jerk_magnitude_mean_time",0.543979500555556
"1710","TRAIN","15","WALKING","body_gyroscope_jerk_magnitude_standard_deviation_time",0.63778595537037
"1711","TRAIN","15","WALKING","body_gyroscope_jerk_mean_time-x",0.161898202768519
"1712","TRAIN","15","WALKING","body_gyroscope_jerk_mean_time-y",0.122607505545926
"1713","TRAIN","15","WALKING","body_gyroscope_jerk_mean_time-z",0.132981005974074
"1714","TRAIN","15","WALKING","body_gyroscope_jerk_standard_deviation_time-x",0.283767987222222
"1715","TRAIN","15","WALKING","body_gyroscope_jerk_standard_deviation_time-y",0.702402935925926
"1716","TRAIN","15","WALKING","body_gyroscope_jerk_standard_deviation_time-z",0.591668608148148
"1717","TRAIN","15","WALKING","body_gyroscope_magnitude_mean_time",0.243711124444444
"1718","TRAIN","15","WALKING","body_gyroscope_magnitude_standard_deviation_time",0.425798469148148
"1719","TRAIN","15","WALKING","body_gyroscope_mean_frequency-x",0.253864488444444
"1720","TRAIN","15","WALKING","body_gyroscope_mean_frequency-y",0.535422096111111
"1721","TRAIN","15","WALKING","body_gyroscope_mean_frequency-z",0.461464065555556
"1722","TRAIN","15","WALKING","body_gyroscope_mean_time-x",0.07943899633
"1723","TRAIN","15","WALKING","body_gyroscope_mean_time-y",0.0883050275848148
"1724","TRAIN","15","WALKING","body_gyroscope_mean_time-z",0.0882123137496296
"1725","TRAIN","15","WALKING","body_gyroscope_standard_deviation_frequency-x",0.357633378703704
"1726","TRAIN","15","WALKING","body_gyroscope_standard_deviation_frequency-y",0.365361208555556
"1727","TRAIN","15","WALKING","body_gyroscope_standard_deviation_frequency-z",0.543997593703704
"1728","TRAIN","15","WALKING","body_gyroscope_standard_deviation_time-x",0.329624620185185
"1729","TRAIN","15","WALKING","body_gyroscope_standard_deviation_time-y",0.420865007777778
"1730","TRAIN","15","WALKING","body_gyroscope_standard_deviation_time-z",0.48653265537037
"1731","TRAIN","15","WALKING","gravity_acceleration_magnitude_mean_time",0.186514650759259
"1732","TRAIN","15","WALKING","gravity_acceleration_magnitude_standard_deviation_time",0.323878324074074
"1733","TRAIN","15","WALKING","gravity_acceleration_mean_time-x",0.951524391481481
"1734","TRAIN","15","WALKING","gravity_acceleration_mean_time-y",0.233918282592593
"1735","TRAIN","15","WALKING","gravity_acceleration_mean_time-z",0.0757356734814815
"1736","TRAIN","15","WALKING","gravity_acceleration_standard_deviation_time-x",0.978397287962963
"1737","TRAIN","15","WALKING","gravity_acceleration_standard_deviation_time-y",0.971056501481481
"1738","TRAIN","15","WALKING","gravity_acceleration_standard_deviation_time-z",0.95805876537037
"1739","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-x",0.445576739047619
"1740","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-y",0.115288032333333
"1741","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_average_frequency-z",0.245183121257143
"1742","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_average_frequency-x",0.377130942619048
"1743","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_average_frequency-y",0.38654882382381
"1744","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_average_frequency-z",0.209096789485714
"1745","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_magnitude_mean_time",0.0934162191745238
"1746","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_magnitude_standard_deviation_time",0.162339915135714
"1747","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_frequency-x",0.0979696956047619
"1748","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_frequency-y",0.127473525954762
"1749","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_frequency-z",0.346525026928571
"1750","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_time-x",0.261465475378571
"1751","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_time-y",0.224664323516667
"1752","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_mean_time-z",0.170452241297619
"1753","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_frequency-x",0.130053652309524
"1754","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_frequency-y",0.119887638017381
"1755","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_frequency-z",0.461599141904762
"1756","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_time-x",0.139242203238095
"1757","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_time-y",0.123892985930952
"1758","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_jerk_standard_deviation_time-z",0.404005582309524
"1759","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_magnitude_average_frequency",0.0978554846642857
"1760","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_magnitude_mean_frequency",0.331150229285714
"1761","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_magnitude_mean_time",0.320449387166667
"1762","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_magnitude_standard_deviation_frequency",0.153124178119048
"1763","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_magnitude_standard_deviation_time",0.353204008095238
"1764","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_frequency-x",0.235309825547619
"1765","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_frequency-y",0.199752301321429
"1766","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_frequency-z",0.259812204547619
"1767","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_time-x",0.280198851190476
"1768","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_time-y",0.0256836480378571
"1769","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_mean_time-z",0.110526066428571
"1770","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_frequency-x",0.466325681428571
"1771","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_frequency-y",0.150364095447619
"1772","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_frequency-z",0.357407559285714
"1773","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_time-x",0.406471051190476
"1774","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_time-y",0.202695304142857
"1775","TRAIN","15","WALKING_DOWNSTAIRS","body_acceleration_standard_deviation_time-z",0.281982181666667
"1776","TRAIN","15","WALKING_DOWNSTAIRS","body_body_acceleration_jerk_magnitude_average_frequency",0.142694010188095
"1777","TRAIN","15","WALKING_DOWNSTAIRS","body_body_acceleration_jerk_magnitude_mean_frequency",0.159900429835714
"1778","TRAIN","15","WALKING_DOWNSTAIRS","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.166516111447619
"1779","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_jerk_magnitude_average_frequency",0.15659034702619
"1780","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_jerk_magnitude_mean_frequency",0.565396130714286
"1781","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.593472444285714
"1782","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_magnitude_average_frequency",0.157035672066667
"1783","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_magnitude_mean_frequency",0.373898631190476
"1784","TRAIN","15","WALKING_DOWNSTAIRS","body_body_gyroscope_magnitude_standard_deviation_frequency",0.353397409214286
"1785","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_average_frequency-x",0.268109387452381
"1786","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_average_frequency-y",0.151394621595238
"1787","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_average_frequency-z",0.134269650654762
"1788","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_magnitude_mean_time",0.509466648095238
"1789","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_magnitude_standard_deviation_time",0.563640131190476
"1790","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_mean_time-x",0.153469055421429
"1791","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_mean_time-y",0.131228018645238
"1792","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_mean_time-z",0.161505747466667
"1793","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_standard_deviation_time-x",0.455980756428571
"1794","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_standard_deviation_time-y",0.574964116428571
"1795","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_jerk_standard_deviation_time-z",0.394542240714286
"1796","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_magnitude_mean_time",0.135893076121429
"1797","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_magnitude_standard_deviation_time",0.287300952452381
"1798","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_frequency-x",0.236902967402381
"1799","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_frequency-y",0.402332301666667
"1800","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_frequency-z",0.18319480152381
"1801","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_time-x",0.307489896357143
"1802","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_time-y",0.137906986142857
"1803","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_mean_time-z",0.0961423197845238
"1804","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_frequency-x",0.354069253380952
"1805","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_frequency-y",0.360972848571429
"1806","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_frequency-z",0.3436733
"1807","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_time-x",0.321702341261905
"1808","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_time-y",0.37320816
"1809","TRAIN","15","WALKING_DOWNSTAIRS","body_gyroscope_standard_deviation_time-z",0.250648085714286
"1810","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_magnitude_mean_time",0.320449387166667
"1811","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_magnitude_standard_deviation_time",0.353204008095238
"1812","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_mean_time-x",0.932302200476191
"1813","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_mean_time-y",0.167462317142857
"1814","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_mean_time-z",0.0788822410992857
"1815","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_standard_deviation_time-x",0.942806478333333
"1816","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_standard_deviation_time-y",0.925685893571429
"1817","TRAIN","15","WALKING_DOWNSTAIRS","gravity_acceleration_standard_deviation_time-z",0.93400831
"1818","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_average_frequency-x",0.505013560208333
"1819","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_average_frequency-y",0.175067832535417
"1820","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_average_frequency-z",0.267448206902083
"1821","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_average_frequency-x",0.439499582708333
"1822","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_average_frequency-y",0.468496864166667
"1823","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_average_frequency-z",0.315234578208333
"1824","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_magnitude_mean_time",0.316050382083333
"1825","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_magnitude_standard_deviation_time",0.313363553125
"1826","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_frequency-x",0.2370530733125
"1827","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_frequency-y",0.338102216666667
"1828","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_frequency-z",0.714554172708333
"1829","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_time-x",0.23707712510625
"1830","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_time-y",0.171067608770833
"1831","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_mean_time-z",0.15162368309375
"1832","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_frequency-x",0.207231605488542
"1833","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_frequency-y",0.330391429583333
"1834","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_frequency-z",0.783004506458333
"1835","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_time-x",0.187793055208333
"1836","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_time-y",0.311861356875
"1837","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_jerk_standard_deviation_time-z",0.748809454166667
"1838","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_magnitude_average_frequency",0.07205250799375
"1839","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_magnitude_mean_frequency",0.16586992075
"1840","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_magnitude_mean_time",0.0473701552533333
"1841","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_magnitude_standard_deviation_frequency",0.255659340833333
"1842","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_magnitude_standard_deviation_time",0.13686331653625
"1843","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_frequency-x",0.0995555563958333
"1844","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_frequency-y",0.103622292825
"1845","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_frequency-z",0.5395910825
"1846","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_time-x",0.270187595833333
"1847","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_time-y",0.0340741597208333
"1848","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_mean_time-z",0.116952464895833
"1849","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_frequency-x",0.0518795861875
"1850","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_frequency-y",0.0757450570791667
"1851","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_frequency-z",0.354937509520833
"1852","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_time-x",0.0568414247604167
"1853","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_time-y",0.0539648865770833
"1854","TRAIN","15","WALKING_UPSTAIRS","body_acceleration_standard_deviation_time-z",0.380534100645833
"1855","TRAIN","15","WALKING_UPSTAIRS","body_body_acceleration_jerk_magnitude_average_frequency",0.15420368910625
"1856","TRAIN","15","WALKING_UPSTAIRS","body_body_acceleration_jerk_magnitude_mean_frequency",0.261956679958333
"1857","TRAIN","15","WALKING_UPSTAIRS","body_body_acceleration_jerk_magnitude_standard_deviation_frequency",0.391313399375
"1858","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_jerk_magnitude_average_frequency",0.159449032377292
"1859","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_jerk_magnitude_mean_frequency",0.731422357916667
"1860","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_jerk_magnitude_standard_deviation_frequency",0.793104483333333
"1861","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_magnitude_average_frequency",0.299142158720833
"1862","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_magnitude_mean_frequency",0.45369356625
"1863","TRAIN","15","WALKING_UPSTAIRS","body_body_gyroscope_magnitude_standard_deviation_frequency",0.308585869854167
"1864","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_average_frequency-x",0.295100983227083
"1865","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_average_frequency-y",0.4652097360625
"1866","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_average_frequency-z",0.243039179929167
"1867","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_magnitude_mean_time",0.663637117708333
"1868","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_magnitude_standard_deviation_time",0.748954848541667
"1869","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_mean_time-x",0.17357956989375
"1870","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_mean_time-y",0.14758931355625
"1871","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_mean_time-z",0.1255720306875
"1872","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_standard_deviation_time-x",0.525533949791667
"1873","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_standard_deviation_time-y",0.763053512083333
"1874","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_jerk_standard_deviation_time-z",0.657907649166667
"1875","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_magnitude_mean_time",0.202434240291667
"1876","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_magnitude_standard_deviation_time",0.288429008639583
"1877","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_frequency-x",0.361096856875
"1878","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_frequency-y",0.517025245833333
"1879","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_frequency-z",0.485701745833333
"1880","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_time-x",0.279535064479167
"1881","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_time-y",0.2653930503125
"1882","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_mean_time-z",0.100422692363125
"1883","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_frequency-x",0.4372253275
"1884","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_frequency-y",0.282951172616667
"1885","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_frequency-z",0.523744300833333
"1886","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_time-x",0.415251317916667
"1887","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_time-y",0.330680564691667
"1888","TRAIN","15","WALKING_UPSTAIRS","body_gyroscope_standard_deviation_time-z",0.477365945208333
"1889","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_magnitude_mean_time",0.0473701552533333
"1890","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_magnitude_standard_deviation_time",0.13686331653625
"1891","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_mean_time-x",0.918544812291667
"1892","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_mean_time-y",0.3149610125
"1893","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_mean_time-z",0.0811803405
"1894","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_standard_deviation_time-x",0.952562395625
"1895","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_standard_deviation_time-y",0.927648821458333
"1896","TRAIN","15","WALKING_UPSTAIRS","gravity_acceleration_standard_deviation_time-z",0.92161847875
"1897","TRAIN","16","LAYING","body_acceleration_average_frequency-x",0.365884172941429
"1898","TRAIN","16","LAYING","body_acceleration_average_frequency-y",0.231913956471429
"1899","TRAIN","16","LAYING","body_acceleration_average_frequency-z",0.191357120694286
"1900","TRAIN","16","LAYING","body_acceleration_jerk_average_frequency-x",0.122590374162857
"1901","TRAIN","16","LAYING","body_acceleration_jerk_average_frequency-y",0.144584303771286
"1902","TRAIN","16","LAYING","body_acceleration_jerk_average_frequency-z",0.143745871341429
"1903","TRAIN","16","LAYING","body_acceleration_jerk_magnitude_mean_time",0.988349656571429
"1904","TRAIN","16","LAYING","body_acceleration_jerk_magnitude_standard_deviation_time",0.987891003571429
"1905","TRAIN","16","LAYING","body_acceleration_jerk_mean_frequency-x",0.988580046285714
"1906","TRAIN","16","LAYING","body_acceleration_jerk_mean_frequency-y",0.984752927142857
"1907","TRAIN","16","LAYING","body_acceleration_jerk_mean_frequency-z",0.985544945285714
"1908","TRAIN","16","LAYING","body_acceleration_jerk_mean_time-x",0.0783960268571429
"1909","TRAIN","16","LAYING","body_acceleration_jerk_mean_time-y",0.0199936728745714
"1910","TRAIN","16","LAYING","body_acceleration_jerk_mean_time-z",0.0168146017510714
"1911","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_frequency-x",0.989287359142857
"1912","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_frequency-y",0.986215013
"1913","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_frequency-z",0.988348904571429
"1914","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_time-x",0.988416723857143
"1915","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_time-y",0.984867286857143
"1916","TRAIN","16","LAYING","body_acceleration_jerk_standard_deviation_time-z",0.987644127
"1917","TRAIN","16","LAYING","body_acceleration_magnitude_average_frequency",0.189784206742857
"1918","TRAIN","16","LAYING","body_acceleration_magnitude_mean_frequency",0.968020521285714
"1919","TRAIN","16","LAYING","body_acceleration_magnitude_mean_time",0.961834634857143
"1920","TRAIN","16","LAYING","body_acceleration_magnitude_standard_deviation_frequency",0.958111895857143
"1921","TRAIN","16","LAYING","body_acceleration_magnitude_standard_deviation_time",0.957895927714286
